"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"DPYSL2",4.1428772035008e-17,0.667060012335887,0.548,0.107,5.67077031615189e-13,"DPYSL2"
"DDB1",4.30409751555841e-17,0.582670454662867,0.661,0.142,5.89144867929636e-13,"DDB1"
"ENY2",4.41642133754706e-17,0.554507726207773,0.557,0.099,6.04519752683441e-13,"ENY2"
"SKA3",4.53862682774975e-17,0.675751835819524,0.287,0.008,6.21247240182385e-13,"SKA3"
"SRRT",4.62474015147286e-17,0.57838279186347,0.652,0.146,6.33034431933606e-13,"SRRT"
"NEIL3",4.72365134410165e-17,0.779976555097982,0.313,0.016,6.46573395980633e-13,"NEIL3"
"HSPB11",4.79313627127105e-17,0.771546984629494,0.574,0.107,6.56084492811581e-13,"HSPB11"
"PGM2L1",4.89512501387102e-17,-0.769325351765751,0.843,0.83,6.70044711898666e-13,"PGM2L1"
"SNRPG",4.97400386320809e-17,0.748526188150353,0.896,0.233,6.80841648795924e-13,"SNRPG"
"WSB2",4.98154680943646e-17,0.53833621312472,0.765,0.221,6.81874127275662e-13,"WSB2"
"DMC1",5.21836644682357e-17,-0.784126419771509,0.774,0.779,7.1428999924121e-13,"DMC1"
"FARSB",5.22737460312153e-17,0.631644420024722,0.452,0.063,7.15523035675275e-13,"FARSB"
"NUGGC",5.29625574193112e-17,-0.791329834193072,0.783,0.791,7.24951485955532e-13,"NUGGC"
"GADD45GIP1",5.33673118886681e-17,0.774719399446988,0.53,0.091,7.30491765132089e-13,"GADD45GIP1"
"LAMTOR5",5.36288283224557e-17,0.730799178040983,0.704,0.15,7.34071402077773e-13,"LAMTOR5"
"STAMBP",5.64858606863951e-17,0.544188164163208,0.548,0.107,7.73178461075377e-13,"STAMBP"
"CCT6A",5.70912055395436e-17,0.725919305166467,0.87,0.229,7.81464421425273e-13,"CCT6A"
"LMNB2",5.8462381028742e-17,0.528903415175899,0.383,0.04,8.0023307152142e-13,"LMNB2"
"TRIAP1",5.86618451785356e-17,0.813153337771662,0.339,0.024,8.02963336803795e-13,"TRIAP1"
"IPO7",5.99377248143368e-17,0.53726273639272,0.565,0.111,8.20427577258642e-13,"IPO7"
"ALG5",6.03142914866681e-17,0.802466170643641,0.487,0.075,8.25582021869513e-13,"ALG5"
"COMMD4",6.0553494871924e-17,0.859304620593778,0.435,0.055,8.28856237806895e-13,"COMMD4"
"ZMIZ1",6.38396628405246e-17,0.506362231784877,0.365,0.032,8.73837304961101e-13,"ZMIZ1"
"WDR97",6.38539030159804e-17,-0.835544150473759,0.748,0.787,8.7403222448274e-13,"WDR97"
"UBC",6.51542424636669e-17,-0.37026727602,0.991,0.826,8.91831270842673e-13,"UBC"
"ZNF526",6.52332214733721e-17,-0.917004302604617,0.739,0.767,8.92912335527517e-13,"ZNF526"
"RPA1",6.61234807072685e-17,0.692772412694214,0.609,0.123,9.05098203921091e-13,"RPA1"
"RAB2B",6.76641519404895e-17,-0.718539937218351,0.878,0.814,9.2618691176142e-13,"RAB2B"
"UBE2V2",6.77923602517515e-17,0.739706207246806,0.583,0.115,9.27941827125974e-13,"UBE2V2"
"PMF1",6.82726531177815e-17,0.855087527327044,0.661,0.15,9.34516075876193e-13,"PMF1"
"THOC7",6.87653213321471e-17,0.768601998554365,0.478,0.071,9.41259718394429e-13,"THOC7"
"NOP10",7.00001349419171e-17,0.710926779480079,0.765,0.174,9.58161847084961e-13,"NOP10"
"USP5",7.13940082117076e-17,0.646833445379249,0.426,0.051,9.77241184401854e-13,"USP5"
"CINP",7.42802738103532e-17,0.759746568070449,0.339,0.024,1.01674838791611e-12,"CINP"
"SDC4",7.50938105333072e-17,0.707140217983887,0.348,0.028,1.02788407857991e-12,"SDC4"
"LMAN1",7.83229993672496e-17,0.555875408796319,0.591,0.119,1.07208521533891e-12,"LMAN1"
"KIF1B",7.83508104309381e-17,-0.809918173114584,0.765,0.814,1.07246589317868e-12,"KIF1B"
"SUMO1",8.1414153568145e-17,0.722395089995501,0.757,0.178,1.11439693404077e-12,"SUMO1"
"PEX13",8.1463141587077e-17,-0.66534277529865,0.878,0.822,1.11506748204391e-12,"PEX13"
"SYNGR2",8.30897895966486e-17,0.731911924279499,0.713,0.166,1.13733303999893e-12,"SYNGR2"
"TIMM8B",8.46587785187276e-17,0.715957435236686,0.522,0.087,1.15880936036434e-12,"TIMM8B"
"NUP88",8.5468853456831e-17,0.679332546185502,0.539,0.099,1.1698976661171e-12,"NUP88"
"IER3IP1",8.59787881545427e-17,0.726057818598803,0.504,0.083,1.17687765225938e-12,"IER3IP1"
"KDELR1",8.62220859421761e-17,0.7079836066112,0.496,0.079,1.18020791237651e-12,"KDELR1"
"RNASEH1",9.0886956785294e-17,0.685781948082672,0.435,0.055,1.2440606644771e-12,"RNASEH1"
"HADHA",9.1623931445741e-17,0.678897084316427,0.765,0.186,1.2541483736293e-12,"HADHA"
"FAAP20",9.34821860975264e-17,-0.689569753480355,0.878,0.81,1.27958416330294e-12,"FAAP20"
"AATF",9.62275463283074e-17,0.673135893102021,0.565,0.107,1.31716265414187e-12,"AATF"
"ZNF555",9.80411210337627e-17,-0.832238712938555,0.826,0.794,1.34198686471014e-12,"ZNF555"
"DRAP1",9.96394258907997e-17,0.622855758676045,0.704,0.154,1.36386446159327e-12,"DRAP1"
"HADH",1.02985601223504e-16,0.707206596177802,0.383,0.04,1.40966690954733e-12,"HADH"
"SNX2",1.03501023229244e-16,0.737826594899361,0.539,0.099,1.4167220059619e-12,"SNX2"
"DSCC1",1.03786928509213e-16,0.730820785475878,0.252,0,1.4206354774341e-12,"DSCC1"
"DHX9",1.04765999398097e-16,0.581592785018684,0.748,0.194,1.43403699976116e-12,"DHX9"
"SLIRP",1.06402249653667e-16,0.719070448145383,0.539,0.095,1.45643399325939e-12,"SLIRP"
"FAM3C",1.06955426892618e-16,0.778618485825355,0.348,0.028,1.46400588330615e-12,"FAM3C"
"UBA2",1.09725064908322e-16,0.559540901253182,0.548,0.099,1.50191668846511e-12,"UBA2"
"CCDC34",1.11180458562211e-16,0.618691749849222,0.296,0.012,1.52183811679954e-12,"CCDC34"
"ETFB",1.116509329932e-16,0.751089930648959,0.635,0.13,1.52827797081092e-12,"ETFB"
"DAD1",1.11665153506374e-16,0.737806881237552,0.8,0.194,1.52847262119524e-12,"DAD1"
"AARS1",1.14603360823267e-16,0.564249972030716,0.461,0.067,1.56869080294888e-12,"AARS1"
"CPPED1",1.15411137823253e-16,-0.771206910229868,0.817,0.822,1.57974765452468e-12,"CPPED1"
"EIF4G1",1.1704288966051e-16,0.541919009719452,0.757,0.202,1.60208307367307e-12,"EIF4G1"
"SMC3",1.19319811420057e-16,0.664818148597831,0.861,0.245,1.63324957871775e-12,"SMC3"
"MRPL9",1.24337431166209e-16,0.727677193639641,0.539,0.095,1.70193075780306e-12,"MRPL9"
"ABRACL",1.25450546353954e-16,0.709711608083651,0.809,0.198,1.71716707849292e-12,"ABRACL"
"ABHD11",1.30404268338361e-16,-0.828370023873755,0.73,0.763,1.78497362501549e-12,"ABHD11"
"HIKESHI",1.33592392449381e-16,0.730071146894048,0.496,0.079,1.82861266784712e-12,"HIKESHI"
"TMEM256",1.33754314931671e-16,0.748174367752458,0.478,0.071,1.83082906278471e-12,"TMEM256"
"CD3G",1.34277323729566e-16,-0.447758300190279,0.983,0.874,1.8379880072103e-12,"CD3G"
"GALNT2",1.37973797699659e-16,0.658403211227569,0.435,0.063,1.88858534291293e-12,"GALNT2"
"TOR3A",1.38657379118391e-16,0.683614009762328,0.452,0.063,1.89794220537253e-12,"TOR3A"
"GOLIM4",1.38697611932128e-16,0.623738555915817,0.296,0.012,1.89849291212696e-12,"GOLIM4"
"DARS2",1.39502821226793e-16,0.654780785120302,0.357,0.032,1.90951461695235e-12,"DARS2"
"GID8",1.47970259939568e-16,0.520270002444715,0.47,0.071,2.02541691805281e-12,"GID8"
"NOL7",1.48681774183472e-16,0.697710572285878,0.696,0.154,2.03515612502336e-12,"NOL7"
"KIF22",1.52554174348067e-16,0.791282918100967,0.661,0.15,2.08816153847634e-12,"KIF22"
"IMPDH2",1.57864229323625e-16,0.74218887071856,0.617,0.13,2.16084557098177e-12,"IMPDH2"
"FARSA",1.58469384534167e-16,0.729994063858484,0.548,0.099,2.16912893550367e-12,"FARSA"
"SPAG5",1.59998307569065e-16,0.720342137200164,0.33,0.024,2.19005683400536e-12,"SPAG5"
"ACYP1",1.65708061247778e-16,0.714529882695277,0.383,0.04,2.26821194235959e-12,"ACYP1"
"HADHB",1.66557693984609e-16,0.719763961895949,0.652,0.146,2.27984171526133e-12,"HADHB"
"HLA-DQB1",1.67525126899705e-16,0.71172265317524,0.696,0.166,2.29308393700316e-12,"HLA-DQB1"
"FAM114A1",1.67567457905633e-16,-0.772277010203643,0.826,0.783,2.2936633638123e-12,"FAM114A1"
"MIEN1",1.71229046701561e-16,0.715797765875029,0.617,0.126,2.34378319125096e-12,"MIEN1"
"ATP1B3",1.72833193680359e-16,0.764356390967315,0.73,0.182,2.36574075509675e-12,"ATP1B3"
"SUPT4H1",1.7621950461323e-16,0.703323506062445,0.591,0.119,2.41209257914589e-12,"SUPT4H1"
"MAP1S",1.77120046141262e-16,0.550744165407344,0.348,0.028,2.4244191915816e-12,"MAP1S"
"ISOC2",1.77299084146997e-16,0.808289014811092,0.357,0.032,2.4268698638041e-12,"ISOC2"
"TXNDC9",1.79076708809331e-16,0.778383425885573,0.426,0.055,2.45120199018213e-12,"TXNDC9"
"TTYH3",1.8425163936893e-16,0.460097165378785,0.33,0.024,2.52203643968191e-12,"TTYH3"
"TUBB",1.88558547944856e-16,0.88160250417773,0.948,0.296,2.58098940426919e-12,"TUBB"
"MAD2L2",1.92226768530167e-16,0.766060849143264,0.461,0.067,2.63120000764092e-12,"MAD2L2"
"STMN1",1.95035867630357e-16,0.73582714682255,0.878,0.518,2.66965095612432e-12,"STMN1"
"FKBP1A",2.0019025953565e-16,0.856753887065324,0.948,0.277,2.74020427252398e-12,"FKBP1A"
"CALM1",2.14483234565772e-16,-0.458875705429073,0.983,0.822,2.93584651473629e-12,"CALM1"
"HDHD5",2.16989405598221e-16,0.693195744587942,0.304,0.016,2.97015098382844e-12,"HDHD5"
"ZNF655",2.21279944384097e-16,-0.640297986184996,0.913,0.913,3.02887987872952e-12,"ZNF655"
"CLTA",2.24123113012584e-16,0.718392713599146,0.757,0.178,3.06779717091625e-12,"CLTA"
"RNF207",2.26786706345989e-16,-0.753579811730834,0.783,0.798,3.1042564364639e-12,"RNF207"
"ITPRIPL2",2.37319112343182e-16,-0.770861862957389,0.817,0.798,3.24842400975347e-12,"ITPRIPL2"
"SEC11C",2.5849147220813e-16,0.763972038791959,0.617,0.126,3.53823127158488e-12,"SEC11C"
"TRIM28",2.58568425272646e-16,0.60429983189553,0.47,0.075,3.53928460513198e-12,"TRIM28"
"FTL",2.62292018718322e-16,-0.406284604540156,0.991,0.806,3.59025315221639e-12,"FTL"
"GALK1",2.63937855559884e-16,0.734506669024358,0.33,0.024,3.61278136690369e-12,"GALK1"
"COX17",2.6761597147817e-16,0.730776066689985,0.643,0.134,3.6631274175932e-12,"COX17"
"SCP2",2.68140679830298e-16,0.670583824381135,0.748,0.182,3.67030962551712e-12,"SCP2"
"CDKN2A",2.69779254320961e-16,0.740886886425579,0.365,0.036,3.69273843314531e-12,"CDKN2A"
"RTN3",2.82091361199311e-16,0.678640284258975,0.617,0.134,3.86126655209616e-12,"RTN3"
"MRPS36",2.82183521071884e-16,0.617812847943765,0.478,0.075,3.86252803643195e-12,"MRPS36"
"KIF3A",2.88375818806213e-16,-0.68917414012612,0.904,0.838,3.94728820781945e-12,"KIF3A"
"PAPLN",2.91311420643387e-16,-0.836829562895596,0.757,0.767,3.98747072576668e-12,"PAPLN"
"SRA1",3.05688679385773e-16,0.681172236000168,0.504,0.083,4.18426664343246e-12,"SRA1"
"CDC123",3.17405410827999e-16,0.714999542109113,0.574,0.115,4.34464526341365e-12,"CDC123"
"BHLHE40",3.26081306398813e-16,0.670393644746166,0.487,0.083,4.46340092198696e-12,"BHLHE40"
"FLCN",3.43071689504964e-16,-0.735084073643668,0.809,0.81,4.69596528594395e-12,"FLCN"
"CHAF1B",3.43224649892019e-16,0.743825986399457,0.322,0.024,4.69805900772196e-12,"CHAF1B"
"UBL4A",3.43842951832408e-16,0.694367922223635,0.33,0.024,4.706522324682e-12,"UBL4A"
"SLC50A1",3.44723778415333e-16,-0.862270734100914,0.661,0.747,4.71857907894908e-12,"SLC50A1"
"MAP2K3",3.51001257348942e-16,0.754416010904021,0.635,0.142,4.80450521059232e-12,"MAP2K3"
"ZNF672",3.52099477263329e-16,0.719983664774964,0.391,0.047,4.81953764478044e-12,"ZNF672"
"MRPL48",3.52549438594684e-16,0.687202788142071,0.391,0.043,4.82569671548404e-12,"MRPL48"
"MAP7D3",3.53321864889791e-16,-0.716790406688659,0.852,0.83,4.83626968661146e-12,"MAP7D3"
"MRPS7",3.55070890583196e-16,0.69222945144461,0.591,0.119,4.86021035030278e-12,"MRPS7"
"SMARCB1",3.56453642538669e-16,0.715168737324276,0.522,0.095,4.8791374590693e-12,"SMARCB1"
"NDUFS7",3.56630285515524e-16,0.719290296938683,0.739,0.17,4.88155534813649e-12,"NDUFS7"
"PPIF",3.73738909537952e-16,0.705248429715243,0.47,0.083,5.11573819375549e-12,"PPIF"
"AURKAIP1",3.77893274125031e-16,0.765943451862779,0.67,0.146,5.17260313622342e-12,"AURKAIP1"
"APH1A",3.8412806685102e-16,0.580005192959737,0.591,0.119,5.25794497905676e-12,"APH1A"
"PNKD",3.94282023130326e-16,0.712350643970413,0.539,0.099,5.3969323326079e-12,"PNKD"
"ARL6IP4",4.1962193600503e-16,0.713821731390917,0.826,0.213,5.74378506003686e-12,"ARL6IP4"
"NRM",4.21798279606403e-16,0.792984756944785,0.348,0.032,5.77357485125244e-12,"NRM"
"PDCD10",4.35333286320459e-16,0.738292462937202,0.461,0.071,5.95884202315445e-12,"PDCD10"
"MAPK13",4.3567630907014e-16,-0.618410530859929,0.887,0.85,5.96353731855208e-12,"MAPK13"
"RER1",4.37081672812752e-16,0.657809041140479,0.713,0.174,5.98277393746095e-12,"RER1"
"CBR1",4.42927246721142e-16,0.687255766235427,0.339,0.028,6.06278815311899e-12,"CBR1"
"UQCC2",4.44507801445001e-16,0.642650381204304,0.374,0.04,6.08442278617917e-12,"UQCC2"
"ARF5",4.49659959881269e-16,0.772445256150007,0.765,0.182,6.1549455308548e-12,"ARF5"
"CHRM3",4.64144106276571e-16,-0.741271322995724,0.87,0.783,6.3532045267137e-12,"CHRM3"
"ZNF865",4.7408723652087e-16,-0.795583385974005,0.791,0.779,6.48930609349766e-12,"ZNF865"
"SUMO3",4.7814731370186e-16,0.620252628393705,0.67,0.15,6.54488042995106e-12,"SUMO3"
"MDH2",4.86265818738352e-16,0.75589441485738,0.748,0.186,6.65600652689056e-12,"MDH2"
"ETFA",4.94305630884889e-16,0.744486437778326,0.652,0.146,6.76605547555236e-12,"ETFA"
"SHMT1",4.97725403227105e-16,0.697776424523897,0.443,0.067,6.81286531937261e-12,"SHMT1"
"VOPP1",5.02820274462709e-16,0.685391187613488,0.591,0.123,6.88260391684556e-12,"VOPP1"
"BCKDK",5.04375304954498e-16,0.697194935417508,0.365,0.036,6.90388917421717e-12,"BCKDK"
"MRPS15",5.06277862564033e-16,0.760469291769948,0.487,0.079,6.92993138277648e-12,"MRPS15"
"ESD",5.06985409942667e-16,0.731606964950892,0.53,0.095,6.93961629129523e-12,"ESD"
"PRDX4",5.18257590699324e-16,0.807174264727102,0.417,0.055,7.09390990149234e-12,"PRDX4"
"BCAP29",5.31640768786779e-16,0.51216295407498,0.426,0.059,7.27709884315344e-12,"BCAP29"
"PELO",5.4089754378971e-16,0.634787718284687,0.391,0.047,7.40380557939355e-12,"PELO"
"GARRE1",5.46075139754558e-16,-0.795197765521635,0.835,0.802,7.4746765129604e-12,"GARRE1"
"MRPL41",5.46610688130235e-16,0.627188867041235,0.522,0.091,7.48200709912666e-12,"MRPL41"
"CYP51A1",5.55885009597647e-16,-0.620173198051492,0.887,0.826,7.6089540113726e-12,"CYP51A1"
"NDUFB11",5.59620871509855e-16,0.656069344254782,0.843,0.209,7.66009048922689e-12,"NDUFB11"
"ADRM1",5.70943615956615e-16,0.708169995185844,0.739,0.178,7.81507621521414e-12,"ADRM1"
"SLC39A1",5.7253840817782e-16,0.608558771280208,0.496,0.091,7.836905731138e-12,"SLC39A1"
"PEA15",5.95764813311803e-16,0.519379338346996,0.409,0.051,8.15482876461196e-12,"PEA15"
"NLRC3",5.9659682612503e-16,-0.697463256079159,0.904,0.874,8.16621735599941e-12,"NLRC3"
"POLDIP2",5.99079063764859e-16,0.573980845366628,0.47,0.075,8.20019422481339e-12,"POLDIP2"
"MRPL17",6.04570427154168e-16,0.620110067567383,0.461,0.071,8.27536000688625e-12,"MRPL17"
"MRPL14",6.11146203498276e-16,0.713306492857529,0.478,0.075,8.3653692334844e-12,"MRPL14"
"GLOD4",6.17803571339379e-16,0.703511002999105,0.557,0.107,8.45649528449342e-12,"GLOD4"
"C1QBP",6.20939252447474e-16,0.706983611265397,0.652,0.142,8.49941648750102e-12,"C1QBP"
"DYNLL1",6.23031609691574e-16,0.757710649658347,0.722,0.166,8.52805667345827e-12,"DYNLL1"
"ZNF626",6.33231104898871e-16,-0.749504354734378,0.852,0.794,8.66766736385575e-12,"ZNF626"
"UNG",6.43412346285948e-16,0.77937064777636,0.409,0.055,8.80702819596205e-12,"UNG"
"ALAS1",6.53879721269566e-16,0.717522446403065,0.374,0.043,8.95030562473782e-12,"ALAS1"
"CHMP4A",6.54699157157544e-16,0.684161693121032,0.635,0.138,8.96152206317246e-12,"CHMP4A"
"MRPS18C",6.61737989581791e-16,0.626958809843385,0.557,0.107,9.05786960139555e-12,"MRPS18C"
"HCG11",6.72274498601272e-16,-0.821396067390313,0.757,0.794,9.2020933368542e-12,"HCG11"
"PGD",6.74361993533851e-16,0.713361322693272,0.391,0.047,9.23066696749135e-12,"PGD"
"COMMD3",6.7866754770035e-16,0.679142490637773,0.574,0.111,9.2896013929224e-12,"COMMD3"
"TCTA",7.01285297188344e-16,-0.735757625866477,0.826,0.798,9.59919314791405e-12,"TCTA"
"TRMT10B",7.12145060691544e-16,-0.754847443245149,0.809,0.787,9.74784159074585e-12,"TRMT10B"
"GORASP2",7.14074531433505e-16,0.643948875606748,0.565,0.115,9.77425218626182e-12,"GORASP2"
"SNRNP27",7.18194977569505e-16,0.550568647903182,0.635,0.134,9.83065285297139e-12,"SNRNP27"
"UQCRC2",7.25912889489443e-16,0.686249346682488,0.661,0.15,9.9362956313315e-12,"UQCRC2"
"PBDC1",7.29217355186911e-16,0.715766432856068,0.409,0.051,9.98152715779843e-12,"PBDC1"
"COA1",7.35362347455252e-16,-0.548678031833619,0.904,0.866,1.00656398119675e-11,"COA1"
"PIN1",7.60447580485993e-16,0.670968923044232,0.652,0.142,1.04090064816923e-11,"PIN1"
"LETM1",7.68060793380875e-16,-0.613698530538093,0.904,0.862,1.05132161397974e-11,"LETM1"
"RNFT1",7.75110422358342e-16,0.626449930339442,0.348,0.032,1.0609711461241e-11,"RNFT1"
"MRPL53",7.78965414214461e-16,0.705857028890189,0.496,0.083,1.06624785897675e-11,"MRPL53"
"FH",7.93101380492923e-16,0.718931448276472,0.357,0.036,1.08559716961871e-11,"FH"
"COQ5",8.10228199189461e-16,0.682402892195836,0.348,0.032,1.10904035905053e-11,"COQ5"
"PARL",8.12849389744914e-16,0.667017206872116,0.452,0.067,1.11262824468284e-11,"PARL"
"E2F1",8.14922959055495e-16,0.566961303378981,0.252,0.004,1.11546654635516e-11,"E2F1"
"HSD17B10",8.49791945997744e-16,0.690148094560504,0.53,0.095,1.16319521568171e-11,"HSD17B10"
"BAZ1B",8.66162067736814e-16,0.413315805120552,0.661,0.162,1.18560263831815e-11,"BAZ1B"
"PTPN14",8.68461331496162e-16,-0.792852877479161,0.765,0.794,1.18874987055195e-11,"PTPN14"
"PIDD1",8.83549627395219e-16,0.574558790260378,0.383,0.043,1.20940272997858e-11,"PIDD1"
"NOP56",9.08966747201299e-16,0.594227265235477,0.748,0.194,1.24419368356914e-11,"NOP56"
"DIAPH3",9.38038758389956e-16,0.586645551592233,0.296,0.016,1.28398745248417e-11,"DIAPH3"
"MACROH2A1",9.54953585921424e-16,0.668046583890402,0.739,0.19,1.30714046840925e-11,"MACROH2A1"
"LYPLA1",9.6751865013844e-16,0.669772460745538,0.591,0.123,1.3243395283095e-11,"LYPLA1"
"PLGRKT",9.74253284679652e-16,0.694115838329961,0.461,0.071,1.33355789606951e-11,"PLGRKT"
"GNL2",1.00392926967874e-15,0.645686069412973,0.391,0.047,1.37417838433626e-11,"GNL2"
"DCTD",1.00820967657711e-15,0.600797435026019,0.452,0.067,1.38003740529875e-11,"DCTD"
"PITPNM1",1.01024666389735e-15,0.51003841605636,0.426,0.059,1.38282563354269e-11,"PITPNM1"
"ZNF430",1.01430357702003e-15,-0.826964396538563,0.783,0.791,1.38837873622502e-11,"ZNF430"
"U2AF2",1.03177173844176e-15,0.405309152116676,0.391,0.047,1.41228915557908e-11,"U2AF2"
"CDC20",1.05131220656996e-15,0.836527677618416,0.287,0.016,1.43903614835296e-11,"CDC20"
"RCC1",1.05348825753483e-15,0.594797357050582,0.33,0.028,1.44201472691368e-11,"RCC1"
"PUF60",1.09985241694893e-15,0.724545041794877,0.722,0.182,1.5054779883197e-11,"PUF60"
"LAMTOR1",1.10326144768101e-15,0.669753751970629,0.617,0.13,1.51014426958577e-11,"LAMTOR1"
"SUV39H1",1.12129713976649e-15,0.581879602424083,0.304,0.02,1.53483152491237e-11,"SUV39H1"
"SENP1",1.1280583521133e-15,0.438976010952087,0.496,0.087,1.54408627237268e-11,"SENP1"
"CKAP5",1.1320337470966e-15,0.462569456571545,0.574,0.126,1.54952779302582e-11,"CKAP5"
"CEP68",1.1530869680986e-15,-0.93740184130395,0.757,0.775,1.57834544193336e-11,"CEP68"
"ACLY",1.16364571586319e-15,0.616763406505761,0.67,0.17,1.59279825587354e-11,"ACLY"
"CCDC113",1.16448980989867e-15,-0.840283138067281,0.765,0.775,1.5939536517893e-11,"CCDC113"
"NCSTN",1.18839750554475e-15,0.561750234237137,0.496,0.091,1.62667850558965e-11,"NCSTN"
"PITPNB",1.23297393548435e-15,0.573928243736273,0.652,0.158,1.68769472289097e-11,"PITPNB"
"AFMID",1.24667974559688e-15,-0.725797395970744,0.791,0.791,1.70645523577301e-11,"AFMID"
"GMDS",1.25305966763618e-15,0.677946943952156,0.452,0.071,1.71518807306041e-11,"GMDS"
"DTD2",1.27935392905575e-15,-0.720984491908538,0.826,0.775,1.75117965809151e-11,"DTD2"
"BNIP1",1.28536009757028e-15,0.73868240195175,0.339,0.032,1.75940090155419e-11,"BNIP1"
"SLC25A40",1.30654542399426e-15,0.691261520683543,0.383,0.047,1.78839937636334e-11,"SLC25A40"
"PFKP",1.37130182994005e-15,0.669464675422255,0.643,0.154,1.87703794482194e-11,"PFKP"
"ACSL4",1.37621542597462e-15,0.652793101722944,0.539,0.111,1.88376367507407e-11,"ACSL4"
"CCT4",1.37691262704386e-15,0.655424059786144,0.748,0.198,1.88471800389764e-11,"CCT4"
"LRRN4CL",1.39852491290207e-15,-0.747727551608508,0.843,0.771,1.91430090078036e-11,"LRRN4CL"
"UQCRC1",1.42533538114917e-15,0.724964854985183,0.696,0.162,1.95099906971699e-11,"UQCRC1"
"ATP5F1D",1.4367143573383e-15,0.699472396039802,0.765,0.186,1.96657461232467e-11,"ATP5F1D"
"FAM126A",1.45497492554311e-15,0.330056758431828,0.357,0.036,1.99156967808341e-11,"FAM126A"
"ETHE1",1.47092632658541e-15,0.712370066524082,0.391,0.047,2.0134039558301e-11,"ETHE1"
"EEF1D",1.47766439716148e-15,-0.406371996218564,0.991,0.81,2.02262702683463e-11,"EEF1D"
"ESCO2",1.5354265823795e-15,0.737157868713043,0.339,0.036,2.10169190596106e-11,"ESCO2"
"PYCR2",1.56194581626982e-15,0.509531298165947,0.643,0.142,2.13799143331013e-11,"PYCR2"
"MRPL38",1.56723542763303e-15,0.683839057896304,0.583,0.123,2.14523185334409e-11,"MRPL38"
"HLA-DMA",1.61063514892244e-15,0.797933393580784,0.739,0.186,2.20463739184503e-11,"HLA-DMA"
"NAPA",1.61654269213999e-15,0.613873046805778,0.713,0.178,2.21272363700121e-11,"NAPA"
"BOLA3",1.66230627782057e-15,0.687760002319719,0.391,0.047,2.2753648330808e-11,"BOLA3"
"GPS1",1.68693180908499e-15,0.65904056051646,0.6,0.126,2.30907226027553e-11,"GPS1"
"PTBP1",1.72863545626574e-15,0.710522463129098,0.87,0.249,2.36615621253654e-11,"PTBP1"
"PSMA4",1.80174677388576e-15,0.740159110498201,0.852,0.221,2.46623098409483e-11,"PSMA4"
"ECH1",1.80898978354191e-15,0.731343429518203,0.774,0.202,2.47614521571217e-11,"ECH1"
"GZMB",1.82887140588588e-15,0.953095973286246,0.522,0.103,2.5033591803766e-11,"GZMB"
"MBD2",1.8296692170476e-15,0.406311444723154,0.565,0.123,2.50445122429475e-11,"MBD2"
"SEC61B",1.87703125435736e-15,0.6876901139436,0.8,0.202,2.56928038096436e-11,"SEC61B"
"RPN1",1.91385468627227e-15,0.720652660121841,0.774,0.213,2.61968429456948e-11,"RPN1"
"MYO7A",1.92047038833921e-15,0.672393781306022,0.417,0.063,2.62873986755871e-11,"MYO7A"
"PPP5C",1.92115978155831e-15,0.638816508356122,0.478,0.083,2.62968350899702e-11,"PPP5C"
"IL10",1.92225742370403e-15,-0.907839473959189,0.704,0.751,2.63118596156608e-11,"IL10"
"ABCF1",1.93505588291796e-15,0.529243240780449,0.635,0.154,2.64870449253811e-11,"ABCF1"
"RBM10",1.95239107548398e-15,0.578963373711624,0.487,0.091,2.67243290412247e-11,"RBM10"
"CERS2",1.953281321047e-15,0.646456998094333,0.487,0.087,2.67365147224914e-11,"CERS2"
